datetime,cash,pos,equity,peak,dd
2026-04-16 13:30:00,299978.0,-1,300278.0,300298.0,-0.006660051015990783
2026-04-16 14:00:00,299978.0,-1,300278.0,300298.0,-0.006660051015990783
2026-04-16 14:30:00,299978.0,-1,300278.0,300298.0,-0.006660051015990783
2026-04-17 01:00:00,299978.0,-1,300118.0,300298.0,-0.05994045914391704
2026-04-17 01:30:00,299978.0,-1,300178.0,300298.0,-0.0399603060959447
2026-04-17 02:00:00,299978.0,-1,300118.0,300298.0,-0.05994045914391704
2026-04-17 02:45:00,299978.0,-1,299638.0,300298.0,-0.21978168352769584
2026-04-17 03:15:00,299978.0,-1,299658.0,300298.0,-0.21312163251170504
2026-04-17 05:45:00,299978.0,-1,299738.0,300298.0,-0.1864814284477419
2026-04-17 06:15:00,299978.0,-1,299678.0,300298.0,-0.20646158149571428
2026-04-17 06:45:00,299978.0,-1,299738.0,300298.0,-0.1864814284477419
2026-04-17 13:00:00,299978.0,-1,299658.0,300298.0,-0.21312163251170504
2026-04-17 13:30:00,299978.0,-1,299678.0,300298.0,-0.20646158149571428
2026-04-17 14:00:00,299978.0,-1,299698.0,300298.0,-0.1998015304797235
2026-04-17 14:30:00,299978.0,-1,299698.0,300298.0,-0.1998015304797235
2026-04-20 01:00:00,299978.0,-1,299658.0,300298.0,-0.21312163251170504
2026-04-20 01:30:00,299978.0,-1,299678.0,300298.0,-0.20646158149571428
2026-04-20 02:00:00,299614.0,1,299574.0,300298.0,-0.24109384677886633
2026-04-20 02:45:00,299614.0,1,299714.0,300298.0,-0.19447348966693084
2026-04-20 03:15:00,299614.0,1,299734.0,300298.0,-0.18781343865094008
2026-04-20 05:45:00,299614.0,1,299734.0,300298.0,-0.18781343865094008
2026-04-20 06:15:00,299614.0,1,299794.0,300298.0,-0.1678332856029677
2026-04-20 06:45:00,299614.0,1,299794.0,300298.0,-0.1678332856029677
2026-04-20 13:00:00,299614.0,1,299714.0,300298.0,-0.19447348966693084
2026-04-20 13:30:00,299670.0,-1,299630.0,300298.0,-0.2224457039340921
2026-04-20 14:00:00,299670.0,-1,299610.0,300298.0,-0.22910575495008295
2026-04-20 14:30:00,299670.0,-1,299610.0,300298.0,-0.22910575495008295
2026-04-21 01:00:00,299670.0,-1,299750.0,300298.0,-0.18248539783814743
2026-04-21 01:30:00,299670.0,-1,299730.0,300298.0,-0.18914544885413823
2026-04-21 02:00:00,299670.0,-1,299750.0,300298.0,-0.18248539783814743
2026-04-21 02:45:00,299670.0,-1,299690.0,300298.0,-0.20246555088611978
2026-04-21 03:15:00,299670.0,-1,299830.0,300298.0,-0.15584519377418432
2026-04-21 05:45:00,299670.0,-1,299930.0,300298.0,-0.12254493869423039
2026-04-21 06:15:00,299670.0,-1,299870.0,300298.0,-0.14252509174220276
2026-04-21 06:45:00,299670.0,-1,299870.0,300298.0,-0.14252509174220276
2026-04-21 13:00:00,299670.0,-1,299890.0,300298.0,-0.13586504072621194
2026-04-21 13:30:00,299670.0,-1,299830.0,300298.0,-0.15584519377418432
2026-04-21 14:00:00,299670.0,-1,299830.0,300298.0,-0.15584519377418432
2026-04-21 14:30:00,299670.0,-1,299830.0,300298.0,-0.15584519377418432
2026-04-22 01:00:00,299670.0,-1,299810.0,300298.0,-0.16250524479017509
2026-04-22 01:30:00,299670.0,-1,299750.0,300298.0,-0.18248539783814743
2026-04-22 02:00:00,299670.0,-1,299750.0,300298.0,-0.18248539783814743
2026-04-22 02:45:00,299670.0,-1,299670.0,300298.0,-0.20912560190211055
2026-04-22 03:15:00,299670.0,-1,299710.0,300298.0,-0.195805499870129
2026-04-22 05:45:00,299670.0,-1,299730.0,300298.0,-0.18914544885413823
2026-04-22 06:15:00,299670.0,-1,299710.0,300298.0,-0.195805499870129
2026-04-22 06:45:00,299670.0,-1,299650.0,300298.0,-0.21578565291810134
2026-04-22 13:00:00,299670.0,-1,299490.0,300298.0,-0.2690660610460276
2026-04-22 13:30:00,299466.0,1,299626.0,300298.0,-0.22377771413729028
2026-04-22 14:00:00,299466.0,1,299526.0,300298.0,-0.25707796921724424
2026-04-22 14:30:00,299466.0,1,299526.0,300298.0,-0.25707796921724424
2026-04-23 01:00:00,299466.0,1,299466.0,300298.0,-0.2770581222652166
2026-04-23 01:30:00,299466.0,1,299346.0,300298.0,-0.31701842836116123
2026-04-23 02:00:00,299466.0,1,299326.0,300298.0,-0.323678479377152
2026-04-23 02:45:00,299466.0,1,299306.0,300298.0,-0.3303385303931428
2026-04-23 03:15:00,299282.0,-1,299242.0,300298.0,-0.3516506936443133
2026-04-23 05:45:00,299198.0,1,299118.0,300298.0,-0.39294300994345616
2026-04-23 06:15:00,299198.0,1,299118.0,300298.0,-0.39294300994345616
2026-04-23 06:45:00,299074.0,-1,299114.0,300298.0,-0.39427502014665433
2026-04-23 13:00:00,299074.0,-1,299034.0,300298.0,-0.42091522421061744
2026-04-23 13:30:00,299074.0,-1,299034.0,300298.0,-0.42091522421061744
2026-04-23 14:00:00,299074.0,-1,299054.0,300298.0,-0.4142551731946267
2026-04-23 14:30:00,299010.0,1,299010.0,300298.0,-0.42890728542980644
2026-04-24 01:00:00,299010.0,1,299050.0,300298.0,-0.41558718339782486
2026-04-24 01:30:00,299010.0,1,298870.0,300298.0,-0.47552764254174185
2026-04-24 02:00:00,299010.0,1,298910.0,300298.0,-0.46220754050976026
2026-04-24 02:45:00,299010.0,1,298950.0,300298.0,-0.44888743847777873
2026-04-24 03:15:00,299010.0,1,298930.0,300298.0,-0.45554748949376955
2026-04-24 05:45:00,299010.0,1,298930.0,300298.0,-0.45554748949376955
2026-04-24 06:15:00,299010.0,1,298870.0,300298.0,-0.47552764254174185
2026-04-24 06:45:00,299010.0,1,298850.0,300298.0,-0.48218769355773267
2026-04-24 13:00:00,299010.0,1,299010.0,300298.0,-0.42890728542980644
2026-04-24 13:30:00,299010.0,1,298930.0,300298.0,-0.45554748949376955
2026-04-24 14:00:00,299010.0,1,298910.0,300298.0,-0.46220754050976026
2026-04-24 14:30:00,299010.0,1,298950.0,300298.0,-0.44888743847777873
2026-04-27 01:00:00,299010.0,1,298750.0,300298.0,-0.5154879486376865
2026-04-27 01:30:00,298706.0,-1,298606.0,300298.0,-0.5634403159528202
2026-04-27 02:00:00,298706.0,-1,298606.0,300298.0,-0.5634403159528202
2026-04-27 02:45:00,298706.0,-1,298606.0,300298.0,-0.5634403159528202
2026-04-27 03:15:00,298706.0,-1,298586.0,300298.0,-0.5701003669688111
2026-04-27 05:45:00,298706.0,-1,298666.0,300298.0,-0.5434601629048478
2026-04-27 06:15:00,298706.0,-1,298726.0,300298.0,-0.5234800098568755
2026-04-27 06:45:00,298706.0,-1,298726.0,300298.0,-0.5234800098568755
2026-04-27 13:00:00,298706.0,-1,298826.0,300298.0,-0.49017975477692155
