datetime,equity,pos
2025-06-20 14:30:00,10000.0,0
2025-06-20 15:00:00,10000.0,0
2025-06-20 21:00:00,12984.4,1
2025-06-20 21:30:00,12876.0,1
2025-06-20 22:00:00,6690.799999999999,-1
2025-06-20 22:30:00,6690.799999999999,-1
2025-06-20 23:00:00,6668.0,-1
2025-06-23 09:00:00,6571.2,-1
2025-06-23 09:30:00,6753.6,-1
2025-06-23 10:00:00,6730.799999999999,-1
2025-06-23 10:30:00,6708.0,-1
2025-06-23 11:00:00,6708.0,-1
2025-06-23 11:30:00,6708.0,-1
2025-06-23 13:30:00,6708.0,-1
2025-06-23 14:00:00,6594.0,-1
2025-06-23 14:30:00,6662.4,-1
2025-06-23 15:00:00,6662.4,-1
2025-06-23 21:00:00,6662.4,-1
2025-06-23 21:30:00,6594.0,-1
2025-06-23 22:00:00,6548.4,-1
2025-06-23 22:30:00,6594.0,-1
2025-06-23 23:00:00,12756.8,1
2025-06-24 09:00:00,12685.6,1
2025-06-24 09:30:00,12868.0,1
2025-06-24 10:00:00,12799.6,1
2025-06-24 10:30:00,12799.6,1
2025-06-24 11:00:00,12848.0,1
2025-06-24 11:30:00,12776.8,1
2025-06-24 13:30:00,12754.0,1
2025-06-24 14:00:00,12868.0,1
2025-06-24 14:30:00,12668.4,1
2025-06-24 15:00:00,12736.8,1
2025-06-24 21:00:00,12805.2,1
2025-06-24 21:30:00,12557.2,1
2025-06-24 22:00:00,12625.6,1
2025-06-24 22:30:00,12602.8,1
2025-06-24 23:00:00,12580.0,1
2025-06-25 09:00:00,12628.4,1
2025-06-25 09:30:00,12608.4,1
2025-06-25 10:00:00,12562.8,1
2025-06-25 10:30:00,12654.0,1
2025-06-25 11:00:00,12676.8,1
2025-06-25 11:30:00,12696.8,1
2025-06-25 13:30:00,12694.0,1
2025-06-25 14:00:00,12802.4,1
2025-06-25 14:30:00,12802.4,1
2025-06-25 15:00:00,12779.6,1
2025-06-25 21:00:00,12779.6,1
2025-06-25 21:30:00,12870.8,1
2025-06-25 22:00:00,12870.8,1
2025-06-25 22:30:00,12870.8,1
2025-06-25 23:00:00,12870.8,1
2025-06-26 09:00:00,12870.8,1
2025-06-26 09:30:00,12850.8,1
2025-06-26 10:00:00,12899.2,1
2025-06-26 10:30:00,12825.2,1
2025-06-26 11:00:00,12893.6,1
2025-06-26 11:30:00,12799.6,1
2025-06-26 13:30:00,12748.4,1
2025-06-26 14:00:00,12816.8,1
2025-06-26 14:30:00,12908.0,1
2025-06-26 15:00:00,12956.4,1
2025-06-26 21:00:00,12956.4,1
2025-06-26 21:30:00,12862.4,1
2025-06-26 22:00:00,12976.4,1
2025-06-26 22:30:00,13224.4,1
2025-06-26 23:00:00,13153.2,1
2025-06-27 09:00:00,13153.2,1
2025-06-27 09:30:00,13290.0,1
2025-06-27 10:00:00,13310.0,1
2025-06-27 10:30:00,13310.0,1
2025-06-27 11:00:00,13218.8,1
2025-06-27 11:30:00,13127.6,1
2025-06-27 13:30:00,13124.8,1
2025-06-27 14:00:00,13167.6,1
2025-06-27 14:30:00,13258.8,1
2025-06-27 15:00:00,13258.8,1
2025-06-27 21:00:00,13290.0,1
2025-06-27 21:30:00,13506.8,1
2025-06-27 22:00:00,13578.0,1
2025-06-27 22:30:00,13532.4,1
2025-06-27 23:00:00,13600.8,1
2025-06-30 09:00:00,13598.0,1
2025-06-30 09:30:00,13546.8,1
2025-06-30 10:00:00,13544.0,1
2025-06-30 10:30:00,13501.2,1
2025-06-30 11:00:00,13524.0,1
2025-06-30 11:30:00,13595.2,1
2025-06-30 13:30:00,13592.4,1
2025-06-30 14:00:00,13504.0,1
2025-06-30 14:30:00,13464.0,1
2025-06-30 15:00:00,13421.2,1
2025-06-30 21:00:00,13424.0,1
2025-06-30 21:30:00,13395.6,1
2025-06-30 22:00:00,13395.6,1
2025-06-30 22:30:00,13298.8,1
2025-06-30 23:00:00,13276.0,1
2025-07-01 09:00:00,13296.0,1
2025-07-01 09:30:00,13133.6,1
2025-07-01 10:00:00,13202.0,1
2025-07-01 10:30:00,13133.6,1
2025-07-01 11:00:00,13227.6,1
2025-07-01 11:30:00,13202.0,1
2025-07-01 13:30:00,13182.0,1
2025-07-01 14:00:00,13207.6,1
2025-07-01 14:30:00,13179.2,1
2025-07-01 15:00:00,13156.4,1
2025-07-01 21:00:00,13253.2,1
2025-07-01 21:30:00,13338.8,1
2025-07-01 22:00:00,13410.0,1
2025-07-01 22:30:00,13364.4,1
2025-07-01 23:00:00,13387.2,1
2025-07-02 09:00:00,13435.6,1
2025-07-02 09:30:00,13546.8,1
2025-07-02 10:00:00,13595.2,1
2025-07-02 10:30:00,13618.0,1
2025-07-02 11:00:00,14504.4,1
2025-07-02 11:30:00,14570.0,1
2025-07-02 13:30:00,14669.6,1
2025-07-02 14:00:00,14826.4,1
2025-07-02 14:30:00,14849.2,1
2025-07-02 15:00:00,14872.0,1
2025-07-02 21:00:00,14983.2,1
2025-07-02 21:30:00,14934.8,1
2025-07-02 22:00:00,14954.8,1
2025-07-02 22:30:00,15023.2,1
2025-07-02 23:00:00,15140.0,1
2025-07-03 09:00:00,14957.6,1
2025-07-03 09:30:00,14550.0,1
2025-07-03 10:00:00,14638.4,1
2025-07-03 10:30:00,14661.2,1
2025-07-03 11:00:00,14658.4,1
2025-07-03 11:30:00,14954.8,1
2025-07-03 13:30:00,14863.6,1
2025-07-03 14:00:00,14929.2,1
2025-07-03 14:30:00,15014.8,1
2025-07-03 15:00:00,14852.4,1
2025-07-03 21:00:00,14886.8,1
2025-07-03 21:30:00,14980.8,1
2025-07-03 22:00:00,14980.8,1
2025-07-03 22:30:00,15094.8,1
2025-07-03 23:00:00,15186.0,1
2025-07-04 09:00:00,15206.0,1
2025-07-04 09:30:00,15274.400000000001,1
2025-07-04 10:00:00,15160.4,1
2025-07-04 10:30:00,15183.2,1
2025-07-04 11:00:00,15092.0,1
2025-07-04 11:30:00,15160.4,1
2025-07-04 13:30:00,15206.0,1
2025-07-04 14:00:00,15069.2,1
2025-07-04 14:30:00,15000.8,1
2025-07-04 15:00:00,15003.6,1
2025-07-04 21:00:00,15106.4,1
2025-07-04 21:30:00,15060.8,1
2025-07-04 22:00:00,15089.2,1
2025-07-04 22:30:00,15089.2,1
2025-07-04 23:00:00,15112.0,1
2025-07-07 09:00:00,15094.8,1
2025-07-07 09:30:00,15046.4,1
2025-07-07 10:00:00,15052.0,1
2025-07-07 10:30:00,15097.6,1
2025-07-07 11:00:00,15029.2,1
2025-07-07 11:30:00,15032.0,1
2025-07-07 13:30:00,15032.0,1
2025-07-07 14:00:00,14940.8,1
2025-07-07 14:30:00,14943.6,1
2025-07-07 15:00:00,14943.6,1
2025-07-07 21:00:00,14926.4,1
2025-07-07 21:30:00,14923.6,1
2025-07-07 22:00:00,14946.4,1
2025-07-07 22:30:00,14923.6,1
2025-07-07 23:00:00,14900.8,1
2025-07-08 09:00:00,14860.8,1
2025-07-08 09:30:00,14954.8,1
2025-07-08 10:00:00,14952.0,1
2025-07-08 10:30:00,14969.2,1
2025-07-08 11:00:00,14992.0,1
2025-07-08 11:30:00,15037.6,1
2025-07-08 13:30:00,15086.0,1
2025-07-08 14:00:00,15063.2,1
2025-07-08 14:30:00,15060.4,1
2025-07-08 15:00:00,14992.0,1
2025-07-08 21:00:00,15151.6,1
2025-07-08 21:30:00,15100.4,1
2025-07-08 22:00:00,15168.8,1
2025-07-08 22:30:00,15057.6,1
2025-07-08 23:00:00,15100.4,1
2025-07-09 09:00:00,15106.0,1
2025-07-09 09:30:00,15100.4,1
2025-07-09 10:00:00,15100.4,1
2025-07-09 10:30:00,15123.2,1
2025-07-09 11:00:00,15097.6,1
2025-07-09 11:30:00,15166.0,1
2025-07-09 13:30:00,15191.6,1
2025-07-09 14:00:00,15282.8,1
2025-07-09 14:30:00,15282.8,1
2025-07-09 15:00:00,15280.0,1
2025-07-09 21:00:00,15308.400000000001,1
2025-07-09 21:30:00,15376.8,1
2025-07-09 22:00:00,15488.0,1
2025-07-09 22:30:00,15553.6,1
2025-07-09 23:00:00,15533.6,1
2025-07-10 09:00:00,15622.0,1
2025-07-10 09:30:00,15442.400000000001,1
2025-07-10 10:00:00,15533.6,1
2025-07-10 10:30:00,15599.2,1
2025-07-10 11:00:00,15644.8,1
2025-07-10 11:30:00,15636.400000000001,1
2025-07-10 13:30:00,15662.0,1
2025-07-10 14:00:00,15890.0,1
2025-07-10 14:30:00,16095.2,1
2025-07-10 15:00:00,16024.0,1
2025-07-10 21:00:00,16072.400000000001,1
2025-07-10 21:30:00,16078.0,1
2025-07-10 22:00:00,16009.6,1
2025-07-10 22:30:00,16009.6,1
