datetime,open,high,low,close,volume,open_interest
2026-06-01 13:55:00,1052,1052,1051,1052,619,1338706
2026-06-01 13:56:00,1052,1052,1051,1052,395,1338449
2026-06-01 13:57:00,1052,1052,1051,1052,613,1338264
2026-06-01 13:58:00,1052,1052,1050,1050,1914,1337618
2026-06-01 13:59:00,1050,1051,1049,1050,3614,1337978
2026-06-01 14:00:00,1050,1050,1049,1050,2037,1337178
2026-06-01 14:01:00,1050,1050,1049,1050,1060,1336644
2026-06-01 14:02:00,1050,1050,1048,1049,2740,1336432
2026-06-01 14:03:00,1049,1049,1048,1049,1631,1335936
2026-06-01 14:04:00,1049,1049,1048,1048,1169,1336004
2026-06-01 14:05:00,1048,1049,1048,1049,1154,1336243
2026-06-01 14:06:00,1049,1050,1048,1050,1789,1335635
2026-06-01 14:07:00,1050,1050,1049,1050,474,1335631
2026-06-01 14:08:00,1050,1050,1049,1050,302,1335652
2026-06-01 14:09:00,1050,1050,1049,1049,414,1335574
2026-06-01 14:10:00,1049,1050,1049,1049,354,1335604
2026-06-01 14:11:00,1049,1050,1049,1050,211,1335656
2026-06-01 14:12:00,1050,1050,1049,1049,122,1335673
2026-06-01 14:13:00,1049,1050,1049,1050,239,1335725
2026-06-01 14:14:00,1050,1050,1049,1050,185,1335763
2026-06-01 14:15:00,1050,1050,1049,1049,269,1335838
2026-06-01 14:16:00,1049,1050,1049,1050,473,1335901
2026-06-01 14:17:00,1050,1050,1049,1050,200,1335894
2026-06-01 14:18:00,1050,1050,1049,1049,303,1335753
2026-06-01 14:19:00,1049,1050,1048,1049,2153,1335014
2026-06-01 14:20:00,1049,1050,1048,1050,2094,1334295
2026-06-01 14:21:00,1050,1050,1049,1049,321,1334338
2026-06-01 14:22:00,1049,1050,1049,1049,317,1334341
2026-06-01 14:23:00,1049,1050,1049,1050,523,1334392
2026-06-01 14:24:00,1050,1050,1049,1049,257,1334347
2026-06-01 14:25:00,1049,1050,1049,1050,351,1334297
2026-06-01 14:26:00,1050,1050,1049,1050,247,1334330
2026-06-01 14:27:00,1050,1050,1049,1050,850,1334010
2026-06-01 14:28:00,1050,1050,1049,1049,329,1333852
2026-06-01 14:29:00,1049,1050,1049,1050,508,1333895
2026-06-01 14:30:00,1050,1050,1048,1049,3175,1334205
2026-06-01 14:31:00,1049,1050,1049,1050,324,1334205
2026-06-01 14:32:00,1050,1050,1049,1050,291,1334095
2026-06-01 14:33:00,1050,1050,1049,1049,157,1334052
2026-06-01 14:34:00,1049,1050,1049,1050,268,1333965
2026-06-01 14:35:00,1050,1050,1049,1049,498,1333879
2026-06-01 14:36:00,1049,1051,1049,1050,2807,1333403
2026-06-01 14:37:00,1050,1051,1050,1051,3297,1331696
2026-06-01 14:38:00,1051,1051,1050,1051,277,1331578
2026-06-01 14:39:00,1051,1051,1050,1051,349,1331476
2026-06-01 14:40:00,1051,1051,1050,1050,374,1331389
2026-06-01 14:41:00,1050,1051,1050,1051,456,1331337
2026-06-01 14:42:00,1051,1051,1050,1051,449,1331293
2026-06-01 14:43:00,1051,1051,1050,1051,480,1331226
2026-06-01 14:44:00,1051,1052,1050,1051,2276,1331772
2026-06-01 14:45:00,1051,1052,1051,1052,2092,1331224
2026-06-01 14:46:00,1052,1052,1051,1051,3658,1331615
2026-06-01 14:47:00,1051,1052,1051,1052,351,1331576
2026-06-01 14:48:00,1052,1052,1051,1052,449,1331244
2026-06-01 14:49:00,1052,1052,1051,1051,398,1331029
2026-06-01 14:50:00,1051,1052,1051,1052,331,1330903
2026-06-01 14:51:00,1052,1052,1051,1052,488,1330745
2026-06-01 14:52:00,1052,1052,1051,1052,1709,1330533
2026-06-01 14:53:00,1052,1052,1051,1052,788,1330390
2026-06-01 14:54:00,1052,1052,1051,1052,414,1330410
2026-06-01 14:55:00,1052,1052,1051,1052,508,1330352
2026-06-01 14:56:00,1052,1052,1051,1051,1061,1329821
2026-06-01 14:57:00,1051,1052,1050,1051,1356,1329208
2026-06-01 14:58:00,1051,1051,1050,1051,1088,1328901
2026-06-01 14:59:00,1051,1053,1050,1053,4686,1326241
2026-06-02 01:00:00,1053,1053,1049,1049,4543,1325578
2026-06-02 01:01:00,1049,1052,1049,1052,4596,1324938
2026-06-02 01:02:00,1052,1053,1051,1051,5841,1326091
2026-06-02 01:03:00,1051,1052,1050,1051,2953,1326223
2026-06-02 01:04:00,1051,1051,1050,1051,1726,1325267
2026-06-02 01:05:00,1051,1051,1050,1051,1116,1325102
2026-06-02 01:06:00,1051,1051,1050,1050,782,1325139
2026-06-02 01:07:00,1050,1051,1050,1051,1169,1325351
2026-06-02 01:08:00,1051,1051,1050,1050,536,1325473
2026-06-02 01:09:00,1050,1051,1049,1050,2709,1324759
2026-06-02 01:10:00,1050,1052,1049,1052,3762,1326064
2026-06-02 01:11:00,1052,1053,1051,1052,733,1326085
2026-06-02 01:12:00,1052,1052,1050,1051,1840,1326137
2026-06-02 01:13:00,1051,1051,1050,1050,1014,1326044
2026-06-02 01:14:00,1050,1051,1049,1049,2370,1325597
2026-06-02 01:15:00,1049,1050,1049,1049,608,1325547
2026-06-02 01:16:00,1049,1050,1049,1049,1579,1325726
2026-06-02 01:17:00,1049,1050,1048,1048,3121,1325747
2026-06-02 01:18:00,1048,1050,1048,1050,1748,1325522
2026-06-02 01:19:00,1050,1050,1049,1049,1063,1325527
2026-06-02 01:20:00,1049,1050,1049,1050,603,1325570
2026-06-02 01:21:00,1050,1050,1049,1049,405,1325581
2026-06-02 01:22:00,1049,1050,1049,1049,498,1325368
2026-06-02 01:23:00,1049,1051,1049,1050,2393,1326062
